Wall time,Step,Value
1684721291.038924,49,0.24622295796871185
1684721294.6217542,99,0.23258772492408752
1684721297.1912892,149,0.24063679575920105
1684721300.7620327,199,0.23015625774860382
1684721304.357819,249,0.24143454432487488
1684721306.985215,299,0.22656895220279694
1684721310.6725428,349,0.2351590394973755
1684721313.296112,399,0.22497327625751495
1684721316.9244149,449,0.23278339207172394
1684721320.5423262,499,0.22156274318695068
1684721323.150662,549,0.23517535626888275
1684721326.7901824,599,0.22000904381275177
1684721330.4681492,649,0.2313404083251953
1684721333.0217984,699,0.22095200419425964
1684721336.6645064,749,0.2319437712430954
1684721339.1893535,799,0.22014778852462769
1684721342.7632825,849,0.2263842076063156
1684721346.43892,899,0.2134009152650833
1684721348.9587772,949,0.23055057227611542
1684721352.4868164,999,0.21274933218955994
1684721356.017523,1049,0.22078724205493927
1684721358.7034826,1099,0.21641704440116882
1684721362.2633684,1149,0.22693362832069397
1684721364.909165,1199,0.21720173954963684
1684721368.4163494,1249,0.2202044129371643
1684721371.9520605,1299,0.20616090297698975
1684721374.5529275,1349,0.22655236721038818
1684721378.1152344,1399,0.20643047988414764
1684721381.6141558,1449,0.21130619943141937
1684721384.1990058,1499,0.21061742305755615
1684721387.7815926,1549,0.22174683213233948
1684721390.3269055,1599,0.21545319259166718
1684721393.8551998,1649,0.2146020084619522
1684721397.342133,1699,0.19913184642791748
1684721399.8594167,1749,0.2236800491809845
1684721403.3624825,1799,0.20097507536411285
1684721406.976366,1849,0.2041822075843811
1684721409.5204387,1899,0.20604035258293152
1684721412.9987617,1949,0.21798139810562134
1684721415.606479,1999,0.21367332339286804
1684721419.453149,2049,0.2098928689956665
1684721423.3708336,2099,0.19373734295368195
1684721426.2884803,2149,0.2197829931974411
1684721430.599825,2199,0.19623538851737976
1684721435.1947145,2249,0.19798167049884796
1684721438.067012,2299,0.20268426835536957
1684721442.3209047,2349,0.21399058401584625
1684721445.5308163,2399,0.21174447238445282
1684721450.1636434,2449,0.20607826113700867
1684721453.9596741,2499,0.18903449177742004
1684721456.8417916,2549,0.2163155972957611
1684721461.1668403,2599,0.1930786818265915
1684721465.1507156,2649,0.19271115958690643
1684721467.991186,2699,0.1985311657190323
1684721471.8186703,2749,0.20931601524353027
1684721474.5421402,2799,0.20982609689235687
1684721478.2951415,2849,0.20264190435409546
1684721482.1456769,2899,0.18512709438800812
1684721484.8316152,2949,0.21156202256679535
1684721488.8517313,2999,0.1890026479959488
1684721492.4314039,3049,0.18847797811031342
1684721495.0188498,3099,0.19466820359230042
1684721498.9983163,3149,0.2046675831079483
1684721501.874926,3199,0.20592743158340454
1684721506.2114167,3249,0.19902312755584717
1684721509.723106,3299,0.1811990737915039
1684721512.326475,3349,0.20710083842277527
1684721516.2461057,3399,0.18640393018722534
1684721519.884437,3449,0.18382056057453156
1684721530.8029916,3499,0.19136197865009308
1684721534.2975204,3549,0.2002958208322525
1684721536.7933075,3599,0.20260387659072876
1684721540.3423262,3649,0.19560584425926208
1684721543.8950524,3699,0.1774005889892578
1684721546.3891437,3749,0.20250020921230316
1684721549.9268858,3799,0.18406575918197632
1684721553.423061,3849,0.17907992005348206
1684721555.9298558,3899,0.1877511590719223
1684721559.541385,3949,0.19629353284835815
1684721562.0269642,3999,0.19904939830303192
