Wall time,Step,Value
1684724400.5443711,49,0.2513885200023651
1684724404.0139513,99,0.23976002633571625
1684724406.5242295,149,0.2448929250240326
1684724409.998242,199,0.2408427745103836
1684724413.5811336,249,0.24605722725391388
1684724416.1515055,299,0.23240984976291656
1684724419.6814957,349,0.24158643186092377
1684724422.2724905,399,0.24021391570568085
1684724425.8117054,449,0.24311469495296478
1684724429.3528545,499,0.23576252162456512
1684724431.8201075,549,0.24005615711212158
1684724435.40536,599,0.24444156885147095
1684724438.8760664,649,0.24129310250282288
1684724441.557673,699,0.23783253133296967
1684724445.1667235,749,0.2413046658039093
1684724447.715785,799,0.23862020671367645
1684724451.3953152,849,0.24414969980716705
1684724454.8810368,899,0.2371041625738144
1684724457.3802643,949,0.24268436431884766
1684724460.8687437,999,0.23790229856967926
1684724464.386982,1049,0.2472226470708847
1684724484.3965342,1099,0.24004444479942322
1684724487.8591895,1149,0.2390303760766983
1684724490.686251,1199,0.23149710893630981
1684724494.2432022,1249,0.24020130932331085
1684724497.7189636,1299,0.2338801622390747
1684724500.4933705,1349,0.2381259948015213
1684724504.003058,1399,0.23245692253112793
1684724507.490159,1449,0.23888571560382843
1684724510.020172,1499,0.23064756393432617
1684724513.693951,1549,0.24157197773456573
1684724516.3208604,1599,0.23086591064929962
1684724519.8813846,1649,0.2407781481742859
1684724523.394572,1699,0.23355765640735626
1684724525.8658626,1749,0.24020956456661224
1684724529.3620358,1799,0.23858942091464996
1684724532.9161348,1849,0.2430422455072403
1684724535.4128797,1899,0.23297259211540222
1684724538.9190755,1949,0.23997969925403595
1684724541.4287155,1999,0.2336810678243637
1684724544.892646,2049,0.24085022509098053
1684724548.3618844,2099,0.23252058029174805
1684724550.8860178,2149,0.23238401114940643
1684724554.3583064,2199,0.23243504762649536
1684724557.8605218,2249,0.2368660569190979
1684724560.3497815,2299,0.23256559669971466
1684724563.8603766,2349,0.23536215722560883
1684724566.6314518,2399,0.2345985323190689
1684724570.151854,2449,0.24086397886276245
1684724573.73295,2499,0.23155584931373596
1684724576.3388162,2549,0.24051517248153687
1684724579.9057586,2599,0.2316601723432541
1684724583.4233134,2649,0.24339471757411957
1684724586.239143,2699,0.22526520490646362
1684724589.7832243,2749,0.235174298286438
1684724592.3541963,2799,0.2283017337322235
1684724595.8312032,2849,0.2393420785665512
1684724599.5721555,2899,0.2262791246175766
1684724602.1155999,2949,0.23558588325977325
1684724605.751943,2999,0.22499971091747284
1684724609.3845975,3049,0.23561006784439087
1684724611.8772254,3099,0.22686508297920227
1684724615.3614206,3149,0.23291483521461487
1684724618.0870397,3199,0.2322857677936554
1684724621.5741463,3249,0.23716367781162262
1684724625.0839195,3299,0.23007935285568237
1684724627.6154752,3349,0.23762671649456024
1684724631.072185,3399,0.2318999171257019
1684724634.5703595,3449,0.24218185245990753
1684724637.0590374,3499,0.22033929824829102
1684724640.5362437,3549,0.2430254966020584
1684724643.0138102,3599,0.22979721426963806
1684724646.5121543,3649,0.24111728370189667
1684724649.9611795,3699,0.22779156267642975
1684724652.4723654,3749,0.23528876900672913
1684724655.9582853,3799,0.22677260637283325
1684724659.4116414,3849,0.23388780653476715
1684724661.9229271,3899,0.21594813466072083
1684724665.3660712,3949,0.235764741897583
1684724667.8530617,3999,0.22380349040031433
